Statement,Label,cleaned_text
Says Rep. Steve Stockman basically wants gun-filled zones in schools.,True,say rep steve stockman basic want gunfil zone school
Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,True,say militari expenditur unit state greater combin spend next largest nation
"The Iran deal says that if any other country tries to undermine (Irans) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.",False,iran deal say countri tri undermin iran nuclear program help defend israel egypt saudi alli
"Rick Scotts Administration spent over $100,000 of taxpayer money during their first voter purge attempt in 2012.",False,rick scott administr spent taxpay money first voter purg attempt
We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.,True,number one world come energi resourc russian second saudi arabia number three
The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol -- more than the amount of corn used to feed livestock and poultry in the United States.,True,agricultur depart estim roughli percent corn crop use make ethanol amount corn use feed livestock poultri unit state
"In 1913, it was legal to mail children.",False,legal mail children
"Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.",False,tonight ohio peopl came vote barack obama unoppos race vote mitt romney rick santorum combin
"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",True,democrat compar infrastructur program stimulu eisenhow interst program propos billion highway system theyr go put billion road bridg
Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,True,congressman tom cotton arkansan congress democrat republican vote disast relief five time
The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.,True,us navi sail ship around world year nuclear power plant weve never accid
No openly gay man has ever been elected to the Georgia Legislature.,True,openli gay man ever elect georgia legislatur
"U.S. Reps. Eric Cantor and Luis Gutierrez were touring the country last year joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.",False,us rep eric cantor lui gutierrez tour countri last year join hip work togeth bipartisan fashion inde goal immigr reform
The $5 billion website for Obamacare never worked. Still doesnt work.,False,billion websit obamacar never work still doesnt work
It takes almost a year for a refugee to be processed in the United States.,True,take almost year refuge process unit state
"Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.",True,congressman ryan secur grand total date mahon valley addit pend fy spend bill
"In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.",False,north carolina use stimulu money hire one new state worker job appli stimulu fund taxpay way feder govern
"If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.",True,sen hillari clinton could enact campaign propos taxpay would face financ billion new spend one white hous term
"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.",False,dan gecker vote doubl vehicl registr fee cost chesterfield counti resid million annual
"A lot of people don't know that 50,000 Americans now make their living off eBay.",True,lot peopl dont know american make live ebay
